hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,2,358,0
358,2,358,2
0,4,2,6
0,6,8,10
4,10,10,16
4,16,16,22
6,18,18,28
4,20,22,34
10,26,30,42
10,30,34,46
16,36,44,60
24,44,54,70
30,56,62,78
36,60,70,84
44,70,76,88
56,78,86,94
72,86,92,100
84,94,100,104
104,104,106,108
118,112,114,114
120,112,118,114
128,116,122,116
130,120,122,120
132,120,122,120
134,122,124,120
138,122,128,122
142,126,132,120
144,132,138,124
152,136,146,128
158,140,148,130
158,144,150,130
158,140,152,130
162,144,156,134
166,150,162,136
170,158,168,138
184,168,180,150
192,180,192,160
198,188,196,164
202,194,202,170
206,204,210,182
214,210,214,194
216,218,218,204
222,222,220,212
224,226,226,218
226,228,228,222
226,232,228,224
228,232,232,226
228,234,234,230
228,236,234,232
230,236,234,232
236,244,242,240
242,248,244,240
244,250,244,246
254,256,250,252
266,264,256,262
280,276,266,274
294,290,274,286
302,296,284,296
312,308,292,312
320,314,300,320
324,320,306,326
328,326,314,330
332,330,320,336
338,336,324,340
342,340,332,342
342,344,334,348
348,348,340,350
350,350,342,354
-1,-1,-1,-1
354,354,350,356
354,356,354,356
356,0,356,0
356,0,358,0
