hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,354,352,356
350,356,352,354
354,358,358,0
356,2,0,2
354,6,2,4
356,8,4,8
358,12,10,16
0,16,14,22
2,22,20,30
4,24,26,34
8,30,32,44
10,36,40,56
18,44,50,66
24,54,60,78
28,60,70,86
36,68,80,94
46,80,86,100
60,84,98,106
80,92,100,110
100,102,110,118
122,108,114,118
130,110,118,122
130,112,124,126
136,120,124,126
140,116,126,126
140,120,132,126
140,122,132,128
150,126,138,130
154,130,144,134
156,130,148,134
162,136,150,138
164,136,152,138
164,146,158,140
174,148,164,144
176,154,168,150
190,164,182,156
196,176,192,166
206,184,198,170
206,190,204,176
212,202,212,188
216,210,218,198
222,216,222,206
222,222,226,212
228,226,230,220
228,228,230,222
230,228,234,228
234,236,238,232
234,238,242,236
234,238,242,236
234,240,242,234
238,242,244,236
244,244,248,242
250,250,250,246
256,256,250,250
268,262,258,260
278,278,268,276
292,292,276,286
302,298,280,294
310,308,286,308
316,316,298,316
322,324,304,320
326,328,312,324
330,330,316,330
334,336,322,336
336,342,328,342
340,346,332,344
342,348,338,346
342,348,340,344
344,348,340,348
348,350,344,348
348,352,346,352
350,352,348,350
350,354,350,350
