hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,0,352,354
352,358,354,356
354,2,0,356
354,4,0,358
356,10,2,2
356,14,6,6
356,18,8,10
0,22,12,14
2,30,16,16
4,34,22,22
8,40,28,28
18,54,38,38
16,60,42,46
20,70,50,54
28,78,50,62
32,82,68,70
38,92,78,78
42,92,76,82
72,106,100,100
72,106,96,104
86,108,100,108
96,112,106,114
100,114,110,122
114,116,114,122
110,120,116,124
116,118,122,126
124,124,126,130
138,128,130,134
152,130,140,132
164,134,142,138
176,140,142,144
182,142,146,146
184,144,158,150
200,148,168,154
202,156,174,160
212,162,192,174
220,172,200,184
226,184,206,190
226,188,212,196
230,198,218,206
232,206,224,206
234,214,224,216
234,216,226,220
236,222,230,222
236,222,230,224
236,226,234,228
240,230,236,230
240,228,236,230
238,228,240,232
240,228,240,232
240,234,242,236
248,236,242,242
250,240,246,246
256,248,254,252
262,254,258,260
272,266,264,272
280,276,274,286
288,288,286,300
296,300,294,310
304,312,304,316
310,320,310,324
314,326,318,326
320,330,324,332
326,334,328,338
330,340,332,340
334,340,336,340
336,348,342,346
340,348,340,348
344,348,348,348
348,352,350,350
348,354,350,354
350,358,352,356
352,358,352,356
