hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,2,358,358
354,4,0,0
358,6,0,2
0,10,4,8
358,12,10,12
358,14,12,18
358,16,14,22
0,18,20,28
4,26,26,36
6,28,32,42
10,36,42,56
20,44,52,66
20,50,58,74
26,56,64,78
34,68,76,88
44,74,84,96
50,76,88,96
68,82,92,100
86,92,100,108
96,100,110,112
116,106,112,116
120,104,116,120
128,110,122,122
132,110,124,120
132,112,124,122
136,116,126,122
138,118,128,124
144,122,134,128
150,126,140,132
154,130,144,132
160,132,146,138
160,134,150,138
168,140,156,136
168,146,162,140
176,150,168,144
188,162,178,154
200,176,192,164
204,182,198,170
208,190,204,174
214,198,212,188
216,206,216,198
220,214,220,208
222,220,224,214
226,224,228,222
228,228,232,224
228,228,234,228
232,236,238,232
234,236,238,234
234,238,240,236
238,238,242,238
238,240,242,240
246,246,248,246
250,250,250,250
262,262,256,254
270,270,260,262
280,278,268,276
294,294,278,290
302,304,282,296
312,312,292,306
316,318,298,318
324,324,306,322
328,332,312,326
332,336,318,330
334,340,324,336
340,344,328,340
342,348,334,344
346,350,340,348
348,352,342,350
350,356,348,352
354,356,350,354
354,358,354,356
356,2,358,358
356,4,0,0
