hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,352,356,354
356,354,358,358
356,354,0,358
0,356,2,358
2,4,4,4
4,6,6,18
10,14,18,26
16,18,20,32
18,24,28,44
22,36,32,52
28,38,36,58
32,54,46,70
40,68,58,78
48,78,70,90
54,86,74,94
64,94,82,100
70,102,88,108
76,108,96,108
86,114,100,112
92,120,106,116
100,122,112,120
102,124,116,120
102,128,124,124
108,128,120,122
106,132,122,124
108,130,122,124
112,134,130,130
122,136,132,130
128,140,136,134
134,144,140,138
144,148,146,140
146,150,148,144
150,150,150,144
160,160,156,150
172,166,164,152
184,174,174,164
200,184,184,174
202,194,192,182
212,200,200,190
220,208,208,204
222,212,214,208
230,220,218,216
230,224,222,220
234,228,226,226
234,230,228,226
238,232,230,232
240,236,234,234
240,236,234,234
242,238,236,234
242,236,236,236
-1,-1,-1,-1
246,240,238,238
248,242,244,240
254,246,248,242
258,250,254,248
268,262,264,258
276,266,270,264
282,274,280,268
290,284,288,278
298,290,296,286
306,298,304,298
314,306,310,304
318,314,318,312
322,320,322,316
328,324,326,324
332,326,332,326
336,332,334,334
338,336,340,338
342,340,342,340
346,344,348,346
350,348,350,346
350,350,350,352
352,352,352,352
