hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,356,356,0
356,356,358,4
358,0,0,4
0,0,2,12
2,8,8,14
4,16,10,20
6,22,14,26
6,20,16,26
8,26,20,34
10,36,22,40
12,44,30,46
16,54,40,56
22,68,46,68
26,80,56,74
30,86,68,84
40,96,72,90
48,102,86,96
54,106,88,98
64,114,96,100
76,116,104,110
92,120,110,110
90,122,114,112
98,124,114,114
106,128,120,114
104,128,122,114
106,126,122,114
106,132,122,118
116,136,126,124
124,138,132,128
138,140,140,130
152,146,142,132
156,148,142,132
164,148,148,132
186,156,152,140
190,160,160,144
206,170,174,150
216,180,184,166
222,188,196,174
224,196,204,182
228,206,212,194
232,214,216,208
-1,-1,-1,-1
240,222,226,216
240,226,230,222
240,228,232,228
242,232,238,230
242,234,238,232
244,236,236,234
244,236,234,236
244,236,240,238
248,236,242,240
250,242,242,240
254,246,250,244
260,248,254,248
266,252,262,254
272,260,268,264
282,268,276,270
288,274,286,284
294,284,294,294
306,292,304,306
312,302,312,316
316,308,318,322
320,318,328,328
330,322,330,334
332,328,334,340
336,334,342,342
340,340,344,352
346,342,350,350
348,346,348,354
352,352,352,356
356,354,352,0
358,354,356,0
358,358,0,4
