hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,354,350,350
350,356,356,356
354,0,358,0
356,4,2,6
0,8,8,8
358,12,16,20
2,18,18,26
8,22,22,30
8,26,26,38
8,30,36,46
18,36,38,58
14,36,40,56
22,44,54,70
32,56,64,82
38,60,70,86
48,70,82,96
70,82,86,98
76,90,94,106
94,94,102,110
112,104,112,120
120,112,118,120
126,116,122,124
134,122,122,124
138,122,126,126
140,122,128,126
134,122,126,130
142,126,136,126
144,132,138,130
154,136,144,134
158,140,148,134
158,144,152,138
164,148,154,140
164,148,160,140
170,154,166,150
174,160,170,150
186,170,182,156
194,184,190,164
198,190,198,172
204,196,202,172
210,206,212,188
214,214,218,198
218,218,222,206
220,222,224,212
222,226,228,220
228,232,230,224
228,232,234,226
228,234,234,230
232,234,234,234
230,236,236,234
236,240,240,238
238,244,242,240
244,248,246,240
248,250,250,250
256,256,250,250
264,262,258,258
278,274,266,268
290,284,274,280
296,294,282,290
308,304,290,302
314,312,294,312
322,318,304,320
326,324,308,326
330,330,318,330
334,334,324,334
338,338,326,340
336,338,328,338
340,344,332,342
344,346,338,342
346,346,342,348
348,350,346,350
348,354,348,350
352,356,352,352
354,356,356,356
