sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(4, 9, 13, 16, 24)",27,baseline_global_guarded,0.29000000,7->13,"[7->13, 1->13, 28->13, 8->9, 14->9, 27->24, 10->16, 28->24, 10->4, 2->13]","{'7->13': '0.29000000', '1->13': '0.32600000', '28->13': '0.33300000', '8->9': '0.33400000', '14->9': '0.35200000', '27->24': '0.36100000', '10->16': '0.36900000', '28->24': '0.37600000', '10->4': '0.38700000', '2->13': '0.38800000'}"
2,"(7, 17, 18, 23, 27)",24,baseline_global_guarded,0.33100000,15->17,"[15->17, 10->18, 1->17, 14->17, 4->27, 16->17, 14->7, 13->18, 3->23]","{'15->17': '0.33100000', '10->18': '0.35000000', '1->17': '0.35200000', '14->17': '0.35800000', '4->27': '0.39000000', '16->17': '0.40200000', '14->7': '0.41300000', '13->18': '0.41300000', '3->23': '0.41500000'}"
3,"(1, 8, 13, 24, 27)",54,baseline_global_guarded,0.33700000,16->8,"[16->8, 17->13, 15->27, 4->1, 3->8, 4->8, 23->24, 14->27, 23->27]","{'16->8': '0.33700000', '17->13': '0.35200000', '15->27': '0.35600000', '4->1': '0.35900000', '3->8': '0.37500000', '4->8': '0.38000000', '23->24': '0.38900000', '14->27': '0.40400000', '23->27': '0.40600000'}"
4,"(7, 9, 13, 17, 28)",17,baseline_global_guarded,0.32500000,4->9,"[4->9, 2->17, 1->13, 4->13, 15->9, 1->28, 16->17, 27->9, 8->28, 10->28]","{'4->9': '0.32500000', '2->17': '0.33200000', '1->13': '0.36100000', '4->13': '0.37100000', '15->9': '0.38400000', '1->28': '0.39600000', '16->17': '0.40600000', '27->9': '0.42000000', '8->28': '0.42900000', '10->28': '0.43300000'}"
5,"(2, 3, 7, 9, 28)",55,baseline_global_guarded,0.35800000,17->3,"[17->3, 8->3, 4->9, 1->9, 27->28, 14->7, 18->28, 17->28, 4->28, 23->9]","{'17->3': '0.35800000', '8->3': '0.36400000', '4->9': '0.36500000', '1->9': '0.37500000', '27->28': '0.37700000', '14->7': '0.38800000', '18->28': '0.39700000', '17->28': '0.40500000', '4->28': '0.42100000', '23->9': '0.42200000'}"
