hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,356,356,356
358,356,0,358
358,356,0,358
358,0,2,2
4,6,10,4
8,10,12,8
16,14,16,16
16,18,22,20
26,24,32,26
24,26,32,28
28,36,40,36
38,42,48,50
46,56,60,68
54,70,70,76
62,76,78,84
70,84,84,90
74,94,92,100
86,100,98,102
88,106,106,108
94,114,106,114
100,120,118,124
106,128,120,124
110,128,120,128
112,128,124,128
110,130,124,128
112,130,122,132
112,130,126,130
120,132,132,134
126,136,134,136
126,142,140,140
134,142,142,142
136,144,144,144
144,148,148,146
150,152,156,148
158,154,160,152
172,162,168,162
188,172,178,170
196,180,186,176
208,190,198,188
218,202,204,198
220,208,212,206
226,216,218,214
228,218,222,218
234,224,226,222
236,224,226,226
238,230,230,232
236,232,234,232
238,234,234,232
238,234,232,232
240,232,234,232
240,234,236,232
244,236,238,236
246,242,242,240
254,248,246,248
256,254,252,252
266,268,262,264
276,278,272,276
282,290,280,284
292,302,286,300
304,312,298,310
308,314,308,318
316,324,314,324
-1,-1,-1,-1
328,332,326,332
330,338,330,332
334,342,332,340
340,344,340,342
344,344,342,346
346,348,348,346
350,350,352,348
352,354,352,356
356,354,354,350
354,354,356,356
