hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,0,356,2
356,2,358,2
356,4,0,4
358,8,4,8
358,8,6,14
0,12,14,16
4,18,18,26
8,22,20,32
10,22,24,32
14,28,30,42
14,30,32,46
18,38,42,56
24,48,52,70
32,56,60,78
34,64,70,82
44,72,78,92
60,80,88,96
70,86,96,102
78,94,100,106
102,104,110,112
114,110,112,116
128,112,118,116
134,114,124,118
136,114,126,126
136,118,128,124
140,120,126,126
142,122,134,128
144,128,138,130
154,132,144,134
156,136,146,136
158,138,150,136
164,142,154,136
168,142,158,138
174,148,164,140
182,158,168,148
190,170,182,156
198,176,194,164
204,190,198,170
206,196,204,174
212,204,210,190
216,210,216,198
218,216,218,204
222,220,224,208
226,224,228,216
226,228,228,218
230,230,232,226
230,232,234,228
230,234,236,230
232,234,238,230
232,234,236,232
234,236,238,234
238,238,240,236
244,246,244,242
252,254,248,248
260,258,254,258
274,270,264,266
286,284,272,280
294,296,278,292
306,306,288,300
314,314,296,314
318,322,304,320
326,326,310,328
330,332,318,332
334,336,326,340
340,340,330,344
340,348,334,346
344,350,340,350
346,350,342,350
350,356,346,352
350,356,350,356
352,358,350,358
352,358,354,358
354,358,356,356
