hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,354,350,356
356,356,354,358
356,356,356,2
0,358,358,4
0,4,4,12
2,18,14,24
8,22,18,24
10,26,24,32
14,32,28,34
14,32,30,34
26,54,42,54
34,72,56,72
38,88,70,80
46,88,74,88
44,90,78,88
52,100,86,94
62,108,94,100
72,106,98,104
78,116,106,106
92,120,114,114
100,124,124,118
102,126,122,124
102,132,124,124
106,130,128,122
106,130,126,122
116,132,128,120
114,134,128,124
130,138,134,128
134,140,140,128
140,144,142,132
154,148,146,136
154,148,150,142
162,152,150,142
178,160,160,146
188,166,166,150
196,174,178,158
206,188,188,172
214,196,198,178
218,202,204,188
224,208,212,198
-1,-1,-1,-1
230,220,222,214
234,224,224,220
236,226,228,220
236,228,232,228
238,232,232,228
240,236,234,234
238,236,234,232
240,238,236,232
240,236,236,232
242,238,236,232
244,238,238,234
248,240,242,238
254,246,246,242
258,248,250,246
266,252,258,256
274,260,262,262
280,266,272,270
288,276,280,286
298,284,294,292
304,290,302,304
312,298,308,312
318,306,312,324
324,312,322,326
328,320,326,334
332,326,332,338
340,334,338,342
340,338,340,348
344,340,340,350
350,346,346,350
352,348,352,352
352,356,352,0
356,354,354,0
