hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,358,356,2
8,358,358,10
16,358,6,12
24,2,4,12
24,4,10,16
38,12,16,22
56,18,26,24
70,26,32,34
96,28,56,48
100,44,76,62
100,44,70,68
-1,-1,-1,-1
106,64,94,80
110,70,96,88
118,82,114,92
122,90,118,98
124,98,116,102
126,106,124,106
130,110,128,112
130,112,130,118
132,118,138,122
134,116,140,118
134,124,136,124
134,128,140,124
136,124,140,122
136,124,142,124
136,128,142,126
138,136,140,132
140,140,144,138
142,144,146,142
146,148,152,142
146,154,156,146
148,160,160,150
148,166,160,154
156,170,166,160
160,180,176,170
168,196,182,180
172,200,190,188
178,208,194,198
188,212,204,208
196,216,204,210
206,224,214,218
210,226,220,222
212,232,224,224
218,232,224,226
218,232,226,234
226,232,230,228
226,234,226,230
226,232,226,230
224,232,230,232
224,234,228,232
226,236,234,234
230,238,230,236
226,244,238,238
226,246,238,238
232,250,242,250
242,256,250,252
250,266,252,258
252,274,264,268
260,284,268,276
276,296,276,292
286,298,282,290
292,316,300,312
294,322,302,318
296,328,308,334
324,334,314,340
344,340,324,344
340,346,340,348
340,350,328,358
346,352,342,2
6,352,342,6
2,2,350,12
10,0,356,8
