hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,356,356,0
354,0,358,0
358,4,358,6
358,12,4,4
356,12,6,6
358,14,4,8
0,22,12,12
0,22,10,16
-1,-1,-1,-1
6,36,22,24
10,42,22,24
14,48,36,30
20,60,40,42
22,72,52,50
32,78,62,60
38,86,70,72
44,90,80,82
50,100,88,88
64,104,98,98
82,110,104,100
84,110,98,110
98,118,116,116
100,120,118,116
112,120,118,124
118,124,120,124
128,126,132,126
122,128,122,126
138,128,128,134
162,130,138,140
168,134,138,138
172,136,150,144
174,142,152,144
182,146,160,150
194,150,166,158
200,154,172,160
210,162,180,166
218,174,200,182
220,180,204,188
222,190,212,194
226,202,216,206
228,206,216,208
232,212,226,214
234,218,226,220
234,220,230,222
238,222,232,224
238,224,234,224
240,228,234,228
238,228,232,228
240,230,236,230
240,228,236,230
240,228,236,230
244,232,234,232
250,234,240,238
252,240,246,248
260,248,248,252
266,258,258,266
276,266,266,280
284,278,276,292
292,294,290,304
300,304,300,316
-1,-1,-1,-1
310,318,310,326
318,326,322,332
324,330,326,340
328,338,328,340
334,340,334,344
336,346,340,348
340,344,340,348
342,352,346,352
348,354,346,354
350,354,352,354
354,356,354,354
354,356,354,356
