hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,0,354,4
352,0,354,0
358,2,2,6
358,6,6,14
0,8,6,18
2,14,12,22
6,20,20,26
6,20,26,34
12,22,28,38
12,28,32,40
16,32,36,52
24,40,48,60
28,48,58,70
40,56,70,78
48,62,74,86
66,78,86,94
80,86,94,100
96,90,98,102
106,100,104,106
118,110,114,114
124,114,120,114
136,118,122,118
140,124,130,120
142,122,128,116
140,126,130,120
142,126,132,120
144,132,132,126
146,132,142,126
150,136,140,130
154,142,146,130
158,146,150,132
160,146,152,136
158,150,160,138
168,156,164,140
170,160,170,144
180,170,180,150
186,184,190,162
192,192,196,172
200,198,200,176
206,208,208,190
210,214,216,198
214,216,218,206
216,220,222,212
220,226,226,216
220,228,228,220
224,230,228,224
224,234,230,228
224,232,230,230
224,234,232,230
226,234,230,228
232,236,238,232
234,242,238,232
236,244,242,236
246,250,244,242
254,256,250,250
268,266,258,260
284,278,268,272
294,286,276,284
306,298,284,294
314,308,292,312
320,316,304,322
328,324,308,328
330,328,314,330
334,334,322,340
340,336,328,340
340,342,332,344
346,346,336,348
348,352,340,352
350,352,346,354
350,354,350,358
352,356,350,358
354,0,354,0
354,0,354,0
