k,real_k,effective_k,virtual_stream_count,target_effective_k,sample_index,position_combination,selected_candidate_count,common_route_count,excluded_illegal_positions,authorized_max_ber,authorized_position_bers,security_min_route_min_ber,security_avg_route_min_ber,worst_route,optimizer,usage_ratio,usage_counts,selected_candidate_ids,selected_probe_sets
2,2,8,6,8,1,"(4, 11)",2,34,[1],0.00000000,"[0.00000000, 0.00000000]",0.14000000,0.39823529,22->4,linprog,"[1.00000000, 0.00000000]","[50, 0]","[2, 3]","[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355] | [35, 45, 60, 110, 150, 175, 185, 200, 220, 240, 270, 325, 335, 345, 355]"
