sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
2,"(5, 15, 16)",29,baseline_global_guarded,0.00000000,3->5,"[3->5, 6->5, 8->5, 9->5, 10->15, 19->5, 21->15]","{'3->5': '0.00000000', '6->5': '0.00000000', '8->5': '0.00000000', '9->5': '0.00000000', '10->15': '0.00000000', '19->5': '0.00000000', '21->15': '0.00000000'}"
3,"(20, 26, 27)",109,baseline_global_guarded,0.00000000,3->27,"[5->20, 3->27, 8->20, 11->27, 21->20, 19->27]","{'5->20': '0.00000000', '3->27': '0.00000000', '8->20': '0.00000000', '11->27': '0.00000000', '21->20': '0.00000000', '19->27': '0.00000000'}"
