k,real_k,effective_k,virtual_stream_count,target_effective_k,sample_index,position_combination,selected_candidate_count,common_route_count,excluded_illegal_positions,authorized_max_ber,authorized_position_bers,security_min_route_min_ber,security_avg_route_min_ber,worst_route,optimizer,usage_ratio,usage_counts,selected_candidate_ids,selected_probe_sets,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,security_gain_over_anchor,floor_applied,optimizer_diagnostic,weak_routes
3,3,8,5,8,2,"(5, 15, 16)",8,27,"[1, 6, 7, 9, 10, 12, 14, 17, 19, 20, 25]",0.00000000,"[0.00000000, 0.00000000, 0.00000000]",0.12878257,0.30870796,3->5,linprog,"[0.04016066, 0.00000000, 0.00000000, 0.14416606, 0.26998443, 0.00000000, 0.27570443, 0.26998443]","[40, 0, 0, 144, 270, 0, 276, 270]","[193, 225, 29, 21, 37, 97, 65, 81]","[15, 40, 135, 160, 165, 170, 180, 190, 195, 205, 220, 235, 265, 295, 345] | [15, 20, 25, 35, 80, 100, 105, 110, 140, 150, 200, 205, 315, 320, 325] | [40, 90, 135, 145, 150, 200, 210, 225, 240, 245, 250, 280, 320, 335, 355] | [30, 35, 95, 165, 175, 220, 235, 240, 250, 255, 290, 295, 320, 340, 345] | [45, 50, 90, 95, 105, 135, 140, 145, 155, 195, 240, 260, 330, 340, 355] | [10, 15, 35, 50, 85, 90, 140, 220, 245, 300, 310, 315, 340, 345, 360] | [25, 55, 80, 110, 115, 135, 180, 190, 220, 255, 265, 290, 335, 350, 355] | [15, 45, 80, 110, 125, 145, 160, 205, 240, 285, 295, 320, 330, 335, 360]",193,anchor_worst_targeted,0.00000000,3->15,0.12878257,False,ok,"[3->15, 8->15, 11->15, 18->15, 21->15]"
3,3,8,5,8,3,"(20, 26, 27)",5,30,"[1, 5, 6, 7, 9, 12, 14, 15, 17, 25]",0.00000000,"[0.00000000, 0.00000000, 0.00000000]",0.18547439,0.34305276,22->27,linprog,"[0.39462636, 0.39462636, 0.21074727, 0.00000000, 0.00000000]","[395, 394, 211, 0, 0]","[109, 641, 117, 561, 37]","[5, 10, 20, 35, 40, 55, 85, 150, 160, 195, 240, 250, 330, 340, 350] | [25, 50, 60, 70, 80, 145, 175, 195, 200, 245, 285, 305, 310, 320, 325] | [5, 25, 35, 90, 125, 140, 175, 200, 245, 250, 275, 320, 325, 335, 345] | [25, 55, 70, 80, 130, 140, 150, 160, 170, 210, 240, 285, 295, 325, 350] | [5, 35, 50, 55, 100, 150, 155, 175, 190, 230, 235, 270, 325, 345, 350]",109,baseline_global_guarded,0.00000000,3->27,0.18547439,False,ok,"[8->20, 3->27, 18->20, 11->27, 16->27]"
