hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,0,354,356
352,0,352,358
354,2,354,358
352,6,358,2
352,8,0,8
356,10,8,10
358,16,14,16
0,22,18,24
358,20,18,24
2,30,24,32
4,30,26,36
8,38,38,48
16,46,48,58
22,60,58,74
20,62,64,76
28,70,72,86
44,84,90,98
58,92,96,102
74,96,106,112
88,102,108,114
114,112,118,122
116,118,124,124
132,114,128,128
130,114,128,128
132,116,128,128
138,118,128,128
142,122,136,132
148,128,142,136
154,128,142,140
166,130,148,140
168,136,152,144
168,138,156,146
172,140,158,148
182,146,168,152
186,152,172,158
196,158,186,164
206,174,194,172
208,182,204,178
216,192,208,192
220,200,216,198
222,206,220,204
224,214,226,210
228,218,226,216
232,224,230,222
230,226,230,224
230,226,232,226
230,230,232,230
230,230,232,232
232,230,234,230
234,230,234,232
236,236,238,236
242,238,240,238
244,242,244,242
252,248,246,246
258,258,252,254
268,266,258,262
280,280,268,276
290,290,274,288
298,304,282,296
310,314,292,306
314,320,302,314
320,328,308,320
326,332,312,330
330,338,320,332
332,340,330,338
334,344,328,342
338,348,334,342
340,350,336,346
344,350,342,348
346,354,346,348
346,354,348,350
348,356,352,350
348,358,348,352
