hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,2,356,0
356,2,0,0
358,4,2,6
2,6,6,10
0,10,6,12
4,14,14,22
4,18,20,28
8,16,18,28
6,22,26,34
12,24,28,40
18,30,34,48
20,38,46,58
30,48,56,70
40,58,70,82
50,66,76,86
64,74,84,92
-1,-1,-1,-1
92,92,98,106
104,98,106,110
118,110,110,112
130,112,116,114
134,120,122,120
138,124,126,122
140,122,128,122
138,126,126,122
142,124,134,124
146,128,136,126
150,132,140,128
152,132,144,130
156,138,148,136
158,144,150,132
160,148,154,136
162,148,154,136
168,156,164,142
172,160,170,148
178,172,180,152
186,184,192,164
192,190,194,172
198,198,202,174
204,206,208,190
210,214,214,198
212,218,218,208
214,220,222,212
220,222,224,218
220,228,226,220
224,230,230,226
224,234,232,228
226,234,232,228
224,234,232,226
226,234,232,230
228,236,234,230
234,240,238,234
238,244,238,236
242,248,242,244
252,256,248,248
266,266,258,262
282,280,266,274
290,284,274,284
302,296,282,296
316,308,292,312
322,316,304,322
326,324,308,326
330,326,316,330
336,334,324,338
340,340,330,344
342,346,334,346
346,348,340,352
350,350,342,354
350,352,348,354
350,356,350,356
352,358,350,358
352,356,352,358
352,358,356,0
