hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,354,350,354
352,0,354,0
352,0,358,0
358,6,2,10
0,8,6,18
2,16,14,20
6,20,20,28
8,26,26,36
10,28,32,42
14,30,36,50
22,38,46,60
26,46,50,66
30,54,64,76
42,60,72,84
50,70,80,92
66,78,88,100
76,84,94,100
86,88,98,104
98,100,104,112
110,104,112,118
136,114,120,120
140,114,124,124
140,120,132,128
140,124,134,126
144,126,134,130
144,126,132,132
152,132,140,132
154,136,144,134
148,136,144,134
160,142,148,136
160,144,154,136
162,142,154,138
164,148,158,140
172,154,164,148
174,162,170,148
188,174,184,158
192,182,192,164
198,190,198,170
204,198,202,182
210,204,208,188
210,212,214,198
216,216,220,208
220,222,224,212
222,226,226,218
224,228,228,222
226,230,230,226
230,232,232,224
228,232,232,228
228,232,232,230
228,232,234,230
230,238,236,234
238,244,240,236
242,246,242,238
250,250,246,248
258,258,252,248
272,270,260,262
282,280,268,274
292,288,276,282
304,300,284,296
312,310,292,310
320,318,302,318
324,324,308,324
330,328,316,330
334,334,324,334
338,340,324,336
340,344,334,342
344,348,336,348
348,350,342,352
348,352,346,354
352,356,350,356
354,358,352,352
354,358,352,356
354,358,352,356
