hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,356,350,352
350,356,352,356
352,0,356,356
352,4,0,2
356,8,4,10
358,12,12,20
2,16,14,26
4,22,24,32
8,28,28,42
12,32,32,46
14,40,44,56
22,48,54,72
28,60,70,84
36,70,80,90
50,74,88,94
58,82,90,102
70,90,100,104
68,90,98,106
86,96,104,110
112,106,118,118
122,112,118,118
130,114,126,120
134,118,128,124
136,120,132,128
138,118,132,126
142,118,132,128
148,124,136,132
146,132,144,134
156,132,144,132
158,136,146,134
162,140,150,136
162,142,152,140
170,146,160,142
178,150,166,146
186,152,170,148
194,168,184,158
198,180,194,166
204,188,200,174
210,196,204,180
212,202,212,188
218,212,216,198
218,214,220,206
220,220,224,208
226,226,228,220
224,224,226,218
228,228,230,222
230,232,234,228
228,232,234,226
228,232,232,230
232,230,234,228
230,232,234,230
236,238,236,234
240,242,242,234
250,248,246,244
258,258,248,250
268,270,258,262
280,282,268,274
290,292,274,280
302,302,282,296
310,312,290,312
316,320,302,316
324,326,310,324
328,332,314,330
332,338,322,336
336,342,328,342
340,346,332,342
340,348,336,344
342,348,340,350
344,350,340,350
346,354,348,352
348,356,348,352
348,356,352,352
348,356,352,352
