hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,0,352,356
352,0,354,358
352,2,354,356
354,4,356,0
356,6,4,4
358,14,10,6
0,18,8,14
0,22,14,14
4,28,16,20
8,32,26,22
10,38,28,24
10,44,32,32
14,52,38,38
20,60,50,52
26,70,58,60
28,74,64,70
32,84,76,76
40,86,82,86
54,96,96,96
78,100,100,100
94,102,102,112
108,106,110,118
110,110,118,118
114,110,124,126
120,112,118,122
124,112,126,126
120,114,128,128
142,122,130,134
148,124,130,138
160,128,148,142
166,128,148,144
170,134,150,146
174,136,152,148
186,144,160,152
190,148,170,158
204,160,182,168
214,168,198,182
216,178,198,190
220,188,210,192
224,196,216,202
226,204,218,208
232,212,226,212
232,218,228,218
230,220,228,222
232,222,232,224
236,224,234,228
238,226,236,230
238,228,236,230
238,230,236,230
240,232,238,232
242,236,242,236
246,236,244,240
250,236,246,242
254,246,250,248
262,254,254,260
270,264,262,270
282,278,270,284
288,290,278,294
300,296,288,306
308,314,296,316
316,322,304,322
322,328,314,330
326,334,320,332
332,340,328,340
334,346,334,342
338,350,340,348
344,354,344,352
346,354,344,352
348,358,350,356
348,0,352,356
354,0,356,358
354,2,356,358
354,2,356,0
