hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,358,354,356
354,358,356,0
358,4,2,4
358,8,4,12
2,10,8,14
2,10,6,16
4,18,18,30
2,16,16,26
8,24,26,36
10,28,30,42
16,30,36,48
20,40,44,60
28,46,54,72
36,54,62,80
38,60,70,88
48,70,78,96
68,78,90,98
78,86,94,106
98,94,104,112
114,106,114,116
126,112,116,118
134,114,120,120
138,116,126,122
142,120,130,126
-1,-1,-1,-1
-1,-1,-1,-1
142,126,132,128
148,132,140,132
150,134,144,134
154,140,146,134
160,140,150,136
160,144,152,138
164,148,156,140
168,152,164,144
172,158,170,148
182,170,178,156
188,178,190,162
198,188,196,170
202,196,204,174
206,204,208,186
210,214,216,194
214,216,220,206
220,222,222,210
220,224,224,214
222,226,226,218
226,228,228,222
226,228,230,224
228,230,230,226
226,232,230,224
226,234,232,228
230,234,234,228
236,238,236,232
238,242,240,234
246,250,244,240
254,256,248,246
268,266,258,258
284,278,266,274
294,290,276,282
306,300,284,298
316,310,292,310
322,322,304,320
328,324,308,326
332,332,316,332
336,338,324,336
340,342,330,342
342,346,334,344
346,348,340,348
348,352,342,352
348,356,346,354
350,358,352,356
352,358,354,356
356,0,354,356
356,358,356,356
