hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,356,0,358
4,0,4,2
4,2,8,0
10,6,12,6
16,6,12,10
20,16,20,12
26,20,26,12
34,24,32,22
36,26,32,20
38,30,42,26
44,36,44,28
54,46,54,36
60,48,60,42
68,64,70,50
74,72,74,54
82,72,82,66
88,86,90,76
92,92,94,88
96,100,98,94
104,112,106,106
110,116,112,116
112,118,114,120
112,122,116,120
120,122,118,120
118,118,116,118
120,120,114,124
122,124,120,120
128,130,128,132
126,132,130,134
132,134,132,134
134,140,134,138
136,140,136,140
136,142,142,140
146,146,144,146
150,148,152,150
162,162,164,160
174,174,172,168
184,180,182,178
194,188,190,184
202,198,200,194
208,202,206,204
214,212,212,208
220,214,216,214
226,222,224,222
228,226,228,228
232,232,230,232
234,230,234,228
234,234,234,226
234,234,234,232
236,234,236,230
236,238,236,234
240,240,240,240
246,246,244,246
250,248,250,252
254,250,254,260
264,264,264,274
274,278,274,292
280,290,286,306
294,302,296,318
302,314,306,326
312,324,312,328
318,328,320,332
324,334,326,336
330,338,330,342
332,340,334,346
338,344,340,350
342,346,346,352
348,350,352,352
346,352,348,354
352,356,354,354
356,356,358,356
358,358,358,0
358,358,358,0
