hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,346,348,344
356,346,350,348
8,348,354,352
10,358,356,352
14,0,0,2
-1,-1,-1,-1
48,16,24,18
60,24,32,26
70,20,32,30
74,38,46,40
88,48,58,54
82,46,56,52
94,56,72,68
102,70,82,74
104,72,88,76
108,86,94,88
114,92,104,94
120,100,104,96
122,106,110,108
128,114,122,110
130,118,124,112
130,122,128,116
132,122,132,116
132,130,128,122
134,126,130,122
132,128,130,122
134,136,132,130
136,138,134,126
134,140,136,132
138,142,140,138
144,150,142,144
144,156,146,144
146,160,148,148
150,168,150,156
150,170,152,158
154,182,160,172
158,194,166,186
166,202,170,192
172,208,180,204
184,216,192,210
194,220,202,220
198,226,206,226
208,230,214,228
212,232,222,230
216,234,224,236
220,234,230,240
222,240,230,240
226,240,232,238
230,238,230,240
226,240,232,240
230,240,234,240
228,240,238,248
236,246,238,246
238,250,250,250
244,250,254,256
250,260,266,260
262,262,276,266
272,268,286,274
278,278,298,282
290,284,306,286
306,292,316,300
310,302,322,310
322,306,328,318
326,312,332,320
322,320,334,322
338,324,336,326
338,330,340,330
336,330,338,334
342,334,342,334
342,340,342,342
346,342,344,344
352,344,346,346
354,350,348,346
