hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,6,2,4
0,10,4,8
2,12,10,12
6,16,14,16
4,14,8,14
4,18,12,12
8,26,20,20
10,34,20,22
10,40,30,22
14,46,32,28
18,56,40,32
20,68,46,38
24,78,58,50
30,82,68,52
32,88,72,62
40,94,74,68
50,98,86,74
54,102,90,80
64,104,96,86
84,116,114,104
96,120,110,106
98,122,118,112
106,124,122,114
100,126,118,114
108,126,124,112
112,126,124,118
124,126,130,116
132,134,138,122
142,138,138,122
152,140,142,124
160,142,146,136
166,142,146,138
176,146,154,140
190,152,158,144
198,158,170,146
210,170,176,158
216,180,190,172
220,190,198,180
224,196,202,188
224,204,214,202
-1,-1,-1,-1
228,214,220,210
232,220,224,218
236,222,228,222
234,222,228,222
236,226,234,228
236,226,234,226
238,232,234,228
238,230,234,226
238,232,232,228
238,230,234,230
242,234,240,234
246,234,242,238
254,242,246,248
258,244,248,256
266,254,258,264
274,262,266,282
282,274,272,296
288,278,282,308
298,292,294,322
308,302,306,328
312,310,314,336
320,320,322,340
324,328,328,346
332,332,332,348
336,340,340,354
340,344,344,356
344,348,346,358
348,350,352,358
352,358,354,0
358,358,358,4
358,2,0,6
358,0,358,4
