hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,0,358,0
8,4,2,2
8,6,6,0
10,6,12,6
16,12,14,10
20,16,22,16
30,20,30,22
36,28,34,24
36,26,38,22
40,30,40,28
50,38,46,34
58,42,54,42
70,58,66,54
80,72,78,66
84,78,82,72
94,88,88,86
98,96,94,94
98,100,100,102
104,108,104,106
114,114,114,118
114,122,118,122
120,128,122,128
120,130,124,126
122,130,122,130
122,128,124,130
122,132,130,132
124,132,130,132
128,134,132,136
128,138,136,138
136,142,136,144
136,146,142,144
142,146,140,144
144,148,146,146
148,156,150,154
154,158,156,156
164,168,164,164
176,180,172,170
186,188,180,180
192,192,188,188
204,200,196,196
210,210,204,204
218,216,210,212
224,220,216,216
226,222,220,220
228,224,224,220
230,226,226,224
234,230,230,226
234,232,232,228
236,234,232,228
236,234,234,226
236,234,234,230
242,240,236,236
244,240,240,238
250,250,250,250
250,252,250,248
260,258,262,264
266,274,272,280
274,280,278,286
284,288,290,302
-1,-1,-1,-1
302,314,308,324
310,320,316,326
316,324,324,332
326,328,328,334
330,336,334,340
336,338,338,344
340,344,344,350
348,352,352,354
352,356,352,354
354,354,354,356
356,356,358,0
0,358,0,0
4,4,0,0
