sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(9, 10, 13, 14, 16, 17, 23, 24)",28,baseline_global_guarded,0.28000000,15->13,"[15->13, 1->13, 8->13, 28->16, 18->24, 7->9, 2->17, 8->10, 27->14, 7->24, 2->10, 27->23]","{'15->13': '0.28000000', '1->13': '0.29900000', '8->13': '0.35000000', '28->16': '0.35700000', '18->24': '0.36800000', '7->9': '0.36900000', '2->17': '0.37100000', '8->10': '0.37400000', '27->14': '0.38000000', '7->24': '0.38000000', '2->10': '0.39300000', '27->23': '0.41100000'}"
2,"(2, 7, 8, 9, 10, 13, 19, 27)",22,baseline_global_guarded,0.27900000,16->7,"[16->7, 24->27, 23->7, 15->8, 24->13, 1->13, 17->27, 16->8, 3->13, 17->8, 15->19, 18->10, 28->27, 16->9]","{'16->7': '0.27900000', '24->27': '0.28700000', '23->7': '0.30400000', '15->8': '0.31200000', '24->13': '0.33400000', '1->13': '0.34000000', '17->27': '0.36200000', '16->8': '0.36700000', '3->13': '0.37900000', '17->8': '0.38800000', '15->19': '0.39500000', '18->10': '0.39500000', '28->27': '0.39600000', '16->9': '0.40000000'}"
3,"(4, 5, 8, 13, 15, 17, 18, 24)",63,baseline_global_guarded,0.30700000,14->8,"[14->8, 1->24, 27->5, 2->17, 14->5, 14->17, 3->13, 1->13, 3->8, 1->17, 28->13, 10->5]","{'14->8': '0.30700000', '1->24': '0.31300000', '27->5': '0.32400000', '2->17': '0.33700000', '14->5': '0.34300000', '14->17': '0.34500000', '3->13': '0.35300000', '1->13': '0.36100000', '3->8': '0.36500000', '1->17': '0.38100000', '28->13': '0.38800000', '10->5': '0.39500000'}"
4,"(4, 9, 14, 15, 18, 19, 27, 28)",23,baseline_global_guarded,0.27700000,7->18,"[7->18, 10->27, 3->19, 24->9, 2->14, 17->15, 13->27, 13->9, 3->4, 1->9, 8->28, 8->15, 8->14, 1->19, 2->9]","{'7->18': '0.27700000', '10->27': '0.33100000', '3->19': '0.34300000', '24->9': '0.34500000', '2->14': '0.34900000', '17->15': '0.38300000', '13->27': '0.38900000', '13->9': '0.39600000', '3->4': '0.39700000', '1->9': '0.40200000', '8->28': '0.40400000', '8->15': '0.40900000', '8->14': '0.41700000', '1->19': '0.42100000', '2->9': '0.42800000'}"
5,"(1, 4, 5, 7, 8, 13, 23, 24)",24,baseline_global_guarded,0.25300000,28->5,"[28->5, 16->7, 27->23, 17->1, 14->4, 10->24, 14->23, 10->4, 18->24, 3->13, 10->1, 15->5]","{'28->5': '0.25300000', '16->7': '0.28700000', '27->23': '0.29300000', '17->1': '0.31800000', '14->4': '0.34800000', '10->24': '0.35000000', '14->23': '0.35500000', '10->4': '0.35800000', '18->24': '0.38100000', '3->13': '0.40300000', '10->1': '0.41000000', '15->5': '0.41100000'}"
