sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(2, 5, 26)",34,baseline_global_guarded,0.26500000,20->5,"[20->5, 24->5, 9->5, 22->5, 22->2, 28->2, 27->2, 7->5]","{'20->5': '0.26500000', '24->5': '0.28800000', '9->5': '0.31900000', '22->5': '0.32900000', '22->2': '0.33400000', '28->2': '0.34300000', '27->2': '0.35700000', '7->5': '0.36000000'}"
2,"(4, 16, 18)",107,baseline_global_guarded,0.34900000,2->16,"[2->16, 11->18, 27->4, 25->16, 28->18, 2->4, 22->4]","{'2->16': '0.34900000', '11->18': '0.37600000', '27->4': '0.37800000', '25->16': '0.37800000', '28->18': '0.38000000', '2->4': '0.38300000', '22->4': '0.38700000'}"
3,"(21, 22, 27)",68,baseline_global_guarded,0.30900000,16->21,"[16->21, 2->21, 20->22, 24->22, 17->21, 18->22, 7->22]","{'16->21': '0.30900000', '2->21': '0.34100000', '20->22': '0.35500000', '24->22': '0.35700000', '17->21': '0.36200000', '18->22': '0.37800000', '7->22': '0.38000000'}"
