sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(2, 3, 4, 5, 7, 9, 13, 15, 16, 18, 27, 28)",21,baseline_global_guarded,0.23400000,24->5,"[24->5, 1->18, 10->18, 8->5, 14->18, 23->9, 14->9, 1->13, 23->15, 1->9, 24->9, 17->9, 17->4]","{'24->5': '0.23400000', '1->18': '0.24600000', '10->18': '0.26600000', '8->5': '0.26700000', '14->18': '0.29000000', '23->9': '0.33200000', '14->9': '0.35100000', '1->13': '0.35400000', '23->15': '0.35900000', '1->9': '0.36100000', '24->9': '0.38300000', '17->9': '0.38900000', '17->4': '0.39000000'}"
3,"(1, 4, 5, 8, 10, 14, 15, 16, 17, 23, 24, 28)",21,baseline_global_guarded,0.24000000,7->14,"[7->14, 18->1, 2->14, 3->16, 3->4, 2->28, 7->28, 18->14, 18->4, 13->1, 13->23]","{'7->14': '0.24000000', '18->1': '0.25100000', '2->14': '0.35800000', '3->16': '0.36000000', '3->4': '0.36900000', '2->28': '0.38700000', '7->28': '0.39100000', '18->14': '0.39400000', '18->4': '0.39800000', '13->1': '0.39900000', '13->23': '0.41600000'}"
