hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,6,0,2
8,12,8,14
14,18,16,12
18,20,20,16
30,22,32,26
32,34,38,24
46,40,44,30
52,42,52,34
58,50,60,38
62,54,62,46
66,60,66,48
72,68,72,60
78,74,82,66
82,78,86,72
84,82,86,74
92,88,92,82
94,90,94,88
96,94,100,92
100,100,106,96
112,110,116,104
118,118,118,116
118,118,118,120
118,118,118,118
118,118,118,118
118,118,118,118
118,118,118,118
118,118,118,128
118,124,120,130
124,130,128,132
130,134,132,134
134,138,136,138
136,140,136,138
138,140,140,142
144,142,144,144
148,146,146,146
152,150,154,152
160,160,160,156
166,164,164,158
172,168,170,162
188,176,180,172
198,184,186,178
210,194,200,188
220,204,208,196
228,214,216,210
232,220,226,212
240,226,232,222
246,234,238,232
246,236,240,228
248,238,240,230
248,236,244,230
256,238,248,240
258,244,250,248
260,252,258,260
268,268,264,270
272,274,270,290
280,284,278,298
286,296,286,310
292,304,292,316
300,312,300,324
304,316,308,328
312,320,312,330
316,324,318,332
320,330,322,336
324,332,328,340
-1,-1,-1,-1
334,340,336,348
340,344,342,350
342,348,342,350
346,350,348,354
350,354,350,358
356,0,354,2
0,6,2,8
0,12,4,4
