hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,6,356,10
354,4,356,10
0,14,6,16
0,20,12,22
6,22,18,30
14,30,28,44
14,34,34,50
18,40,40,60
22,44,48,66
24,50,56,72
32,58,66,76
42,66,74,86
48,72,78,88
62,76,84,94
58,78,88,94
72,86,92,100
86,90,98,106
92,96,102,114
104,102,108,118
116,118,122,118
136,116,118,118
136,118,124,118
136,116,124,118
136,118,124,118
136,118,124,118
136,118,126,118
140,116,130,118
144,126,136,118
146,130,140,118
150,136,144,118
154,138,148,124
154,140,148,128
156,144,152,130
160,150,156,134
166,152,162,136
-1,-1,-1,-1
182,168,176,148
188,176,182,152
190,178,192,154
196,192,200,164
206,202,206,170
214,210,214,180
220,220,222,192
222,228,232,206
224,232,236,214
232,242,244,224
232,246,246,228
232,244,246,234
234,246,246,232
232,248,250,238
240,252,250,240
248,256,256,244
258,260,256,250
268,266,262,260
274,272,266,270
280,280,270,274
292,288,276,290
300,294,280,298
306,302,290,306
314,310,294,314
318,314,300,322
322,320,306,326
326,324,312,328
330,328,318,332
332,332,320,336
334,334,326,340
338,336,332,350
340,340,336,350
342,342,338,354
344,348,344,356
348,352,346,0
352,356,352,2
356,0,354,4
