hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,354,350,356
354,0,354,4
350,6,2,8
352,10,4,14
356,12,10,14
4,22,20,30
6,28,26,34
0,24,24,40
358,28,32,54
16,44,46,62
20,46,52,66
26,52,58,72
36,60,72,80
46,70,80,88
54,74,84,92
70,80,90,94
80,84,94,100
88,88,100,106
100,94,106,118
118,102,118,118
128,110,126,118
138,118,124,118
140,118,128,118
138,118,126,118
138,118,128,118
140,120,130,118
142,126,134,118
146,132,138,118
148,136,140,124
152,138,146,128
154,140,150,130
156,144,150,132
158,146,154,134
162,152,158,138
168,154,162,140
176,164,172,146
182,172,182,154
194,178,190,158
200,186,198,164
206,198,206,174
206,206,208,176
212,214,218,186
216,218,224,198
224,230,234,210
228,234,240,220
232,240,246,226
236,244,248,230
236,246,246,238
236,246,248,238
236,250,250,238
244,252,252,242
254,258,256,248
260,262,258,252
272,270,264,264
278,278,270,272
288,286,274,284
298,294,282,298
304,302,288,304
310,308,292,310
318,314,300,316
322,320,306,320
324,322,312,324
328,326,316,328
330,330,320,332
336,332,324,336
336,336,328,336
338,340,332,342
342,344,336,348
344,346,340,348
348,348,342,354
348,352,348,354
348,358,350,0
352,358,354,0
