hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,0,356,356
350,4,0,0
352,12,8,4
0,18,8,8
356,22,10,10
2,26,20,16
6,38,24,22
0,34,18,12
2,40,22,14
10,54,32,32
14,58,36,34
16,66,44,38
24,74,54,50
32,82,66,62
34,86,74,68
46,88,82,78
54,94,86,84
64,98,92,92
72,104,98,96
86,112,108,106
98,118,112,114
102,126,120,122
112,128,124,122
110,128,130,128
118,128,128,130
120,126,128,122
128,132,134,128
134,136,134,130
148,136,144,136
156,140,144,138
162,142,146,142
170,146,148,142
176,148,148,146
188,150,156,150
202,154,164,154
210,160,174,164
218,168,184,170
224,174,196,178
228,180,204,188
242,184,216,184
240,192,222,198
246,200,228,206
250,214,232,216
250,214,242,218
250,222,242,226
252,230,250,232
250,230,244,234
250,230,250,232
252,234,252,230
252,236,250,234
252,242,254,246
256,246,256,248
260,252,262,260
266,262,268,272
274,270,276,280
280,280,284,294
290,290,290,308
294,296,296,316
302,304,308,320
308,310,314,326
316,318,316,330
320,324,320,334
322,328,324,336
326,332,330,338
330,336,330,340
332,338,336,344
336,340,340,348
338,348,340,350
340,350,348,352
344,354,348,356
346,354,354,352
348,0,358,358
350,358,356,358
