hsv1[0],hsv2[0],hsv3[0],hsv4[0]
24,12,10,20
32,12,14,16
40,14,22,26
50,20,30,28
66,26,40,32
78,36,48,42
92,46,74,52
96,50,80,62
100,54,90,68
100,62,88,68
96,58,82,70
102,70,90,74
102,78,96,82
112,86,102,86
116,88,108,90
126,96,116,92
126,100,120,96
124,104,122,100
126,108,134,104
124,116,134,114
124,122,136,118
124,128,136,118
126,132,134,118
128,130,136,118
128,134,134,118
126,134,132,118
128,136,136,126
132,140,138,132
132,142,138,136
136,142,142,138
136,148,144,140
138,148,144,144
140,150,148,146
144,154,150,148
144,156,152,154
150,166,156,162
154,170,162,168
156,174,164,170
160,186,170,182
166,200,176,190
174,204,184,202
180,210,196,206
188,218,202,218
196,226,210,226
202,230,216,230
208,232,224,238
216,236,224,242
218,236,228,240
216,242,230,242
220,238,230,242
220,246,226,240
222,248,236,248
224,250,238,250
230,256,246,254
232,262,252,260
246,270,258,270
258,280,268,280
260,284,274,282
276,294,282,292
282,298,298,298
294,306,300,304
310,314,308,310
318,320,320,318
326,326,324,328
332,330,332,334
344,336,340,340
0,344,348,346
8,350,354,352
10,354,354,0
16,0,4,4
20,0,4,8
22,6,6,10
22,4,8,18
