hsv1[0],hsv2[0],hsv3[0],hsv4[0]
346,354,352,2
348,358,354,6
352,2,2,14
356,10,8,22
0,18,16,32
8,24,26,42
12,34,34,50
8,32,40,60
10,34,48,66
20,46,50,68
34,56,66,74
44,68,78,84
58,74,84,90
66,78,88,92
78,84,94,96
90,88,98,102
88,88,102,102
98,92,104,108
108,98,112,118
120,106,120,118
136,118,126,116
142,118,128,118
142,116,128,118
142,118,130,118
142,118,128,118
142,120,132,118
146,128,134,118
148,132,140,116
150,134,142,120
154,140,146,128
154,142,148,130
154,146,152,132
158,148,154,134
162,152,158,138
166,156,162,140
172,164,170,146
-1,-1,-1,-1
184,178,186,156
190,184,192,160
194,194,202,168
202,202,206,172
206,212,216,184
212,218,224,198
214,230,234,208
224,234,236,218
232,242,244,226
230,246,246,236
234,246,246,232
232,246,248,238
234,250,248,236
240,252,250,238
248,256,252,248
254,262,258,252
264,268,262,264
274,274,268,270
284,282,274,282
296,290,280,294
300,298,284,304
308,304,290,312
314,310,296,316
318,316,302,320
324,320,308,324
326,324,312,330
330,328,318,332
332,330,324,342
334,334,326,342
336,336,332,346
338,340,336,348
340,344,338,352
342,350,342,354
342,350,348,356
346,354,350,358
348,354,352,0
