hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,358,352,356
350,6,356,0
350,10,358,6
352,14,0,12
354,18,10,22
0,24,14,24
4,30,24,36
0,32,26,48
0,34,30,54
12,44,44,58
18,48,50,68
26,56,62,74
34,66,72,82
42,74,80,90
56,76,86,92
66,84,92,98
76,88,98,102
88,92,98,108
96,98,108,116
114,102,122,118
120,118,128,118
132,118,130,118
138,118,128,118
138,118,128,118
142,118,130,116
144,118,130,118
148,122,136,118
150,130,138,118
154,132,142,122
156,138,146,130
158,140,150,132
162,144,152,134
164,144,154,138
170,150,160,140
176,154,166,142
182,162,172,152
192,170,184,156
198,176,194,162
206,186,200,168
210,196,208,176
218,202,208,174
224,210,220,188
224,218,228,202
230,228,234,216
238,230,242,224
238,240,246,228
240,244,250,236
242,244,250,236
244,248,250,234
246,248,250,236
248,252,252,246
254,256,258,248
258,260,260,254
266,270,264,264
274,276,268,270
284,284,274,282
292,294,280,294
302,300,284,302
304,308,290,310
310,314,296,314
316,318,304,320
320,322,310,324
324,326,312,328
326,332,320,332
330,334,324,336
332,336,328,338
336,342,334,344
338,346,334,346
340,348,338,348
342,352,346,354
346,358,350,354
348,0,352,358
350,4,352,358
