hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,358,358,2
0,2,2,4
6,8,6,6
10,16,16,12
12,16,18,14
26,26,32,30
26,30,32,28
36,38,50,38
34,36,46,34
46,48,54,44
52,52,62,56
60,62,70,70
70,72,78,74
74,78,82,82
78,82,86,86
82,88,90,92
88,92,94,96
90,98,96,100
94,102,104,108
100,118,116,118
106,116,118,118
118,118,118,118
118,118,118,118
118,118,118,118
118,118,118,116
-1,-1,-1,-1
118,128,124,126
120,130,126,130
130,130,134,132
136,136,138,134
136,136,140,138
142,138,140,138
142,140,144,138
150,144,148,146
152,148,150,148
160,154,158,154
168,160,166,158
176,164,170,162
190,168,178,166
202,180,186,174
210,186,196,184
218,198,206,192
232,206,216,200
238,220,226,212
244,226,232,218
248,230,240,228
252,234,244,230
254,238,246,232
254,240,246,238
254,240,246,236
256,240,250,238
256,250,252,246
262,256,256,252
266,266,264,266
272,274,268,272
278,284,274,284
286,296,282,294
290,302,290,304
296,308,296,308
304,316,302,318
308,318,308,320
314,324,312,324
318,330,318,326
324,334,324,332
328,336,330,334
332,340,334,338
336,344,338,342
340,346,340,346
344,348,346,346
348,352,350,350
352,354,352,354
354,356,354,356
358,0,358,358
