hsv1[0],hsv2[0],hsv3[0],hsv4[0]
346,356,352,358
346,2,356,2
350,8,0,8
352,12,2,18
358,18,12,24
0,22,18,34
8,28,26,44
2,28,32,52
356,32,40,58
20,44,48,66
24,48,54,70
30,54,66,78
42,64,74,84
58,74,82,90
66,78,86,94
80,84,92,100
90,88,98,106
98,94,98,108
108,100,106,118
128,116,122,118
134,118,118,118
140,118,124,118
140,118,124,118
140,118,128,118
140,118,126,118
140,118,130,118
142,118,132,118
146,124,138,118
148,130,140,118
152,134,144,118
152,138,146,122
154,140,148,120
154,144,150,128
160,150,156,132
162,152,160,136
168,160,168,142
176,168,176,148
-1,-1,-1,-1
186,180,188,156
190,194,200,164
202,202,206,172
206,212,212,184
210,218,224,190
216,230,230,208
224,234,236,218
224,244,244,228
230,244,246,232
232,246,246,236
232,248,248,236
234,250,248,238
236,252,250,238
246,256,254,248
254,260,258,256
264,266,264,266
274,272,268,274
286,280,274,284
294,290,280,292
302,296,284,304
310,306,292,308
312,310,296,312
320,318,304,320
322,320,308,324
326,326,314,330
328,328,320,332
332,332,324,338
332,334,328,340
336,338,332,342
338,340,336,346
340,344,342,348
342,346,346,356
344,350,348,356
344,354,350,0
350,6,352,0
