hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,4,2,14
356,8,0,16
358,14,6,18
10,24,10,24
6,22,12,28
10,32,20,34
20,42,30,42
26,50,38,52
32,58,48,62
38,66,56,66
42,70,60,70
48,76,68,76
54,84,74,84
62,92,82,90
68,94,84,92
-1,-1,-1,-1
80,106,96,100
84,114,98,102
86,118,106,106
94,118,118,118
102,116,118,118
106,118,118,118
-1,-1,-1,-1
112,116,118,118
118,118,118,118
118,116,118,118
120,118,126,118
134,128,132,120
138,130,138,124
144,136,140,132
146,140,142,134
150,142,144,136
154,144,148,138
162,150,152,142
172,152,156,146
190,162,166,152
200,170,172,162
206,176,178,164
218,182,184,168
224,192,196,174
232,202,204,188
244,212,212,198
248,218,222,208
250,226,232,220
250,230,236,226
250,240,242,236
250,242,248,238
250,242,248,238
250,246,250,236
250,246,248,238
250,248,252,242
254,250,256,244
256,252,258,250
260,256,262,254
266,262,268,262
272,266,272,268
278,274,278,276
286,276,284,286
290,282,288,294
296,290,294,302
302,296,302,310
310,304,308,316
314,308,314,320
320,312,320,328
322,318,324,334
326,320,328,340
330,328,332,346
332,332,336,354
336,334,342,358
340,342,346,2
344,346,350,2
346,354,354,6
352,0,356,12
