hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,352,354,4
352,358,356,10
356,2,0,8
358,12,4,18
4,16,14,18
8,30,20,28
12,38,24,40
4,36,22,40
8,54,24,48
18,56,40,54
28,66,46,60
32,76,56,68
36,82,66,74
44,86,76,80
48,92,80,80
56,98,88,88
66,102,92,92
70,104,94,94
78,114,102,100
88,124,108,104
94,126,120,110
102,120,122,114
102,120,126,118
106,118,126,118
112,124,130,120
112,126,128,118
116,128,134,128
126,136,138,128
132,138,140,132
142,142,142,134
152,144,144,136
154,144,150,136
162,146,152,140
176,152,152,144
186,156,156,148
200,164,166,152
212,172,176,158
222,178,182,164
232,178,186,158
238,190,204,168
240,202,214,184
248,206,222,200
250,212,226,206
254,226,236,222
254,228,238,226
254,240,242,228
254,242,248,238
254,246,248,238
254,246,248,242
254,244,250,238
254,246,254,244
258,252,254,248
260,254,260,252
266,260,264,264
272,264,272,270
280,272,278,282
288,278,286,292
292,282,292,302
298,290,302,312
306,296,308,318
310,302,310,322
314,308,320,326
320,314,324,330
322,318,328,340
328,322,332,342
328,328,336,344
332,332,336,350
336,336,340,352
338,340,344,354
342,346,348,356
344,348,352,0
348,348,356,2
350,352,358,0
