hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,352,4
0,8,358,6
358,10,0,6
358,14,2,12
4,18,10,22
10,22,18,30
10,28,26,44
10,34,34,50
8,36,38,60
20,46,48,66
24,50,54,72
30,58,66,78
40,68,74,86
52,74,80,92
62,78,84,96
72,86,90,104
84,90,96,106
88,94,100,118
102,102,106,118
114,116,116,116
132,116,118,118
134,118,118,116
134,118,118,118
136,118,120,118
136,118,118,116
136,116,124,118
138,118,130,116
144,120,134,118
146,130,140,118
148,134,142,116
152,138,146,122
152,140,148,126
158,144,152,130
164,148,156,132
164,152,162,136
172,160,168,142
-1,-1,-1,-1
188,174,184,152
192,180,190,156
200,192,200,164
208,202,210,170
218,212,216,180
222,218,224,194
226,228,234,208
230,232,234,216
232,240,246,228
234,242,246,230
236,246,248,232
236,246,246,234
240,248,248,234
240,250,252,238
250,256,254,242
260,260,256,252
266,266,262,258
274,272,264,270
282,280,270,280
292,286,276,292
300,296,282,298
308,304,290,308
314,310,294,314
320,316,302,320
322,320,308,324
328,326,314,326
332,330,318,334
334,332,322,338
336,334,324,340
340,338,330,346
342,340,334,346
344,344,338,354
348,350,342,356
350,352,346,356
352,356,350,2
358,2,352,0
