hsv1[0],hsv2[0],hsv3[0],hsv4[0]
10,4,8,8
16,4,8,4
22,8,14,10
26,16,20,12
34,18,28,16
40,28,36,28
54,38,48,36
52,38,48,32
58,44,56,40
64,56,62,46
70,62,68,56
76,72,74,70
80,76,80,76
88,82,86,82
90,86,88,88
96,92,92,96
100,96,98,100
104,102,100,104
112,108,102,110
118,118,116,124
118,118,118,126
118,118,118,130
120,118,118,130
118,118,118,130
118,118,118,128
118,120,120,132
118,126,126,132
118,130,130,134
120,134,132,136
130,136,136,140
134,140,136,140
136,142,140,142
140,144,142,142
144,148,146,146
148,150,148,148
154,156,154,154
164,164,160,158
168,168,164,164
176,176,168,166
186,184,176,172
194,192,188,180
208,202,202,194
214,208,208,202
224,222,218,210
234,226,222,218
242,232,228,224
242,240,232,226
248,240,238,230
248,240,238,230
248,240,236,230
250,244,240,236
252,246,248,244
258,256,250,250
262,260,260,262
266,270,264,272
274,276,276,284
280,286,284,294
286,290,294,306
290,298,300,312
298,306,308,320
306,312,314,324
312,318,320,328
316,322,326,332
322,328,332,336
326,330,336,342
332,336,340,346
336,340,346,350
342,344,348,352
346,350,354,352
352,350,356,356
358,354,0,358
2,0,0,358
-1,-1,-1,-1
