sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(2, 4, 8, 9, 15, 17, 19)",35,baseline_global_guarded,0.29800000,18->8,"[18->8, 1->17, 3->19, 23->17, 13->4, 3->9, 14->4, 24->15, 10->17, 10->2, 7->4, 27->19, 28->8]","{'18->8': '0.29800000', '1->17': '0.30800000', '3->19': '0.30900000', '23->17': '0.32500000', '13->4': '0.33100000', '3->9': '0.35000000', '14->4': '0.36100000', '24->15': '0.36500000', '10->17': '0.38700000', '10->2': '0.39300000', '7->4': '0.40100000', '27->19': '0.40500000', '28->8': '0.40900000'}"
2,"(3, 9, 10, 13, 17, 18, 19)",13,baseline_global_guarded,0.23800000,7->13,"[7->13, 1->13, 4->9, 4->13, 14->10, 14->3, 2->17, 28->17, 14->18, 5->18, 23->19, 1->9, 8->3, 27->3]","{'7->13': '0.23800000', '1->13': '0.25600000', '4->9': '0.26000000', '4->13': '0.29200000', '14->10': '0.32800000', '14->3': '0.33300000', '2->17': '0.36900000', '28->17': '0.38300000', '14->18': '0.39800000', '5->18': '0.41600000', '23->19': '0.41700000', '1->9': '0.42600000', '8->3': '0.43000000', '27->3': '0.43000000'}"
3,"(2, 3, 4, 7, 13, 18, 19)",13,baseline_global_guarded,0.33400000,14->3,"[14->3, 1->4, 28->2, 10->19, 1->7, 8->4, 8->3, 17->13, 10->2, 15->4, 1->3, 10->18]","{'14->3': '0.33400000', '1->4': '0.34400000', '28->2': '0.34400000', '10->19': '0.34700000', '1->7': '0.35000000', '8->4': '0.36300000', '8->3': '0.37300000', '17->13': '0.38900000', '10->2': '0.39900000', '15->4': '0.40100000', '1->3': '0.41000000', '10->18': '0.41000000'}"
4,"(3, 4, 5, 7, 10, 18, 27)",58,baseline_global_guarded,0.32200000,13->27,"[13->27, 16->4, 24->3, 1->7, 24->5, 13->4, 1->3, 16->10, 17->10, 24->27, 16->27, 28->4]","{'13->27': '0.32200000', '16->4': '0.33500000', '24->3': '0.34400000', '1->7': '0.34600000', '24->5': '0.35700000', '13->4': '0.37100000', '1->3': '0.37800000', '16->10': '0.38400000', '17->10': '0.38900000', '24->27': '0.39200000', '16->27': '0.40000000', '28->4': '0.40100000'}"
5,"(2, 4, 7, 18, 24, 27, 28)",134,baseline_global_guarded,0.34200000,8->2,"[8->2, 17->2, 15->4, 16->4, 14->18, 15->7, 14->4, 14->2, 23->28, 1->18, 13->24]","{'8->2': '0.34200000', '17->2': '0.34800000', '15->4': '0.36800000', '16->4': '0.37500000', '14->18': '0.41200000', '15->7': '0.41200000', '14->4': '0.41500000', '14->2': '0.41600000', '23->28': '0.42200000', '1->18': '0.42400000', '13->24': '0.42400000'}"
