k,real_k,effective_k,virtual_stream_count,sample_index,position_combination,selection_rank,candidate_id,source,probes,authorized_max_ber,authorized_position_bers,candidate_min_route_min_ber,candidate_avg_route_min_ber,worst_route
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",1,47,anchor_worst_targeted,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.30300000,0.46117857,16->8
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",2,35,baseline_global_guarded,"[20, 45, 60, 85, 115, 145, 155, 185, 235, 240, 255, 265, 325, 330, 335]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.29800000,0.44904762,18->8
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",3,32,baseline_global_guarded,"[20, 45, 60, 85, 115, 145, 155, 185, 235, 240, 255, 265, 325, 330, 335]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.28600000,0.45310714,18->8
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",4,28,baseline_global_guarded,"[65, 80, 85, 95, 100, 115, 145, 175, 205, 240, 265, 275, 285, 325, 350]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.27700000,0.45125000,3->2
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",5,56,anchor_worst_targeted,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.27500000,0.45760714,10->19
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",6,63,anchor_worst_targeted,"[45, 70, 75, 175, 180, 185, 195, 220, 230, 240, 265, 275, 300, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.12500000,0.45646429,23->19
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",7,68,anchor_worst_targeted,"[45, 70, 75, 175, 180, 185, 195, 220, 230, 240, 265, 275, 300, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.16800000,0.45566667,23->19
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",8,65,anchor_worst_targeted,"[45, 70, 75, 175, 180, 185, 195, 220, 230, 240, 265, 275, 300, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.15400000,0.45880952,23->19
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",9,21,baseline_global_guarded,"[65, 80, 85, 95, 100, 115, 145, 175, 205, 240, 265, 275, 285, 325, 350]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.12500000,0.43855952,23->8
7,7,8,1,1,"(2, 4, 8, 9, 15, 17, 19)",10,31,baseline_global_guarded,"[20, 45, 60, 85, 115, 145, 155, 185, 235, 240, 255, 265, 325, 330, 335]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.19900000,0.45323810,18->8
