sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(8, 14, 22, 27)",20,baseline_global_guarded,0.20100000,11->22,"[11->22, 3->14, 28->14, 11->27, 18->14]","{'11->22': '0.20100000', '3->14': '0.21700000', '28->14': '0.27800000', '11->27': '0.36200000', '18->14': '0.37100000'}"
2,"(11, 14, 16, 18)",25,baseline_global_guarded,0.31200000,28->18,"[28->18, 28->14, 3->16, 22->18, 3->14]","{'28->18': '0.31200000', '28->14': '0.31300000', '3->16': '0.33900000', '22->18': '0.37500000', '3->14': '0.38100000'}"
3,"(11, 16, 21, 22)",40,baseline_global_guarded,0.39500000,27->22,"[27->22, 8->16, 3->11, 27->16, 26->11]","{'27->22': '0.39500000', '8->16': '0.42600000', '3->11': '0.43400000', '27->16': '0.43400000', '26->11': '0.43900000'}"
4,"(8, 11, 19, 22)",3,baseline_global_guarded,0.32400000,21->19,"[21->19, 27->11, 28->19, 16->22, 28->11]","{'21->19': '0.32400000', '27->11': '0.34200000', '28->19': '0.35800000', '16->22': '0.38500000', '28->11': '0.40000000'}"
5,"(3, 14, 18, 26)",32,baseline_global_guarded,0.27000000,22->14,"[22->14, 21->18, 28->26, 8->3, 11->26]","{'22->14': '0.27000000', '21->18': '0.30800000', '28->26': '0.32800000', '8->3': '0.39000000', '11->26': '0.42300000'}"
