hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,2,2
0,2,4,8
2,2,10,8
2,8,10,12
2,14,12,14
6,14,16,22
8,20,22,26
10,22,26,32
8,26,26,34
12,28,32,38
16,34,38,52
14,36,40,52
22,46,56,70
30,58,70,80
30,64,72,86
40,70,84,90
52,80,90,98
54,84,94,102
78,90,98,104
82,96,108,110
102,104,110,114
110,102,114,116
110,108,114,116
118,108,116,116
130,118,122,120
130,114,124,120
136,116,126,124
138,122,128,124
134,124,130,130
148,128,142,132
154,132,144,132
160,132,144,134
174,148,148,94
184,154,176,98
182,146,164,146
190,160,176,152
200,170,192,160
204,178,198,170
210,188,204,176
214,198,214,192
216,206,216,200
216,214,220,204
220,216,220,210
220,220,222,214
222,222,228,218
230,226,230,224
230,230,232,228
230,232,234,230
230,232,234,230
232,232,234,234
234,234,236,230
240,240,240,240
244,244,244,240
248,248,244,240
256,254,248,248
270,266,256,262
284,280,264,276
298,296,274,292
314,312,282,302
320,320,292,318
328,328,304,328
334,336,314,334
336,342,326,338
340,344,328,340
346,348,336,344
348,348,338,348
348,352,342,352
350,352,348,354
352,356,350,358
356,358,354,356
356,0,356,0
358,0,0,0
358,0,0,2
