hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,4,4,2
358,8,4,4
0,6,4,4
0,12,8,8
0,14,8,6
0,14,8,8
4,18,16,14
6,22,16,16
6,30,24,22
12,32,26,22
12,36,30,30
14,46,40,32
18,56,48,44
22,70,58,52
24,74,66,62
30,82,72,72
44,90,78,80
42,92,84,82
66,96,94,94
84,102,100,102
90,106,104,108
104,110,108,114
110,112,108,116
112,110,112,116
112,114,110,118
116,110,116,118
116,114,118,116
126,118,118,122
134,118,130,124
150,124,134,134
160,128,138,136
170,128,144,140
176,136,150,144
190,138,158,144
198,142,166,154
210,154,178,162
216,158,188,172
216,172,200,180
222,176,204,188
226,190,212,200
226,198,216,208
228,206,220,214
230,212,224,216
234,222,230,224
234,222,232,224
236,224,236,228
238,226,234,232
236,226,234,228
238,226,236,232
238,228,234,232
240,232,238,234
244,232,236,236
246,236,238,238
254,242,244,244
260,246,248,252
268,258,256,266
282,272,264,284
292,288,276,300
304,302,288,318
314,322,296,326
320,328,316,334
330,334,324,342
334,340,330,344
338,350,340,350
340,344,342,348
342,346,342,348
346,352,346,354
348,354,346,354
352,356,350,354
350,358,352,356
356,0,2,2
356,0,2,0
358,0,4,4
