hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,0,8
0,4,4,12
2,6,6,12
4,10,10,14
4,12,14,18
8,16,20,26
12,22,22,32
12,24,30,38
18,30,34,46
20,32,36,52
20,34,42,54
26,42,52,64
32,52,64,76
38,54,70,86
44,66,76,88
60,74,84,96
76,84,94,100
82,90,98,104
96,98,104,108
114,104,112,112
122,108,116,116
128,114,122,120
130,118,122,120
136,118,124,122
138,120,124,122
138,118,124,122
140,122,128,124
142,128,134,126
144,132,136,128
150,134,144,132
152,138,146,132
154,140,148,134
158,144,150,136
166,146,158,136
170,154,164,140
178,166,176,146
186,178,188,154
194,184,196,160
196,194,200,164
204,204,208,176
210,208,212,190
212,216,218,198
218,220,222,206
220,226,228,216
222,228,230,220
226,230,232,224
226,230,232,226
228,232,234,226
228,232,234,224
228,232,234,230
230,236,234,230
234,240,240,232
242,244,240,238
250,248,246,242
256,258,250,250
270,266,258,260
286,278,268,274
300,292,276,292
314,304,286,306
326,314,294,320
330,322,304,326
334,330,314,334
340,334,322,342
342,342,330,344
346,342,334,348
346,348,338,350
350,350,342,352
350,352,346,356
352,356,350,358
356,0,354,0
358,0,0,0
358,2,2,8
358,2,2,10
