hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,6,4,10
0,4,2,10
0,8,6,14
4,10,10,18
6,12,12,22
8,16,18,26
12,20,24,36
14,26,30,40
20,28,34,48
16,32,36,52
20,34,38,54
22,40,46,64
32,50,60,74
40,60,70,82
52,70,76,88
54,78,84,96
72,84,92,100
78,90,94,102
96,96,102,106
108,106,110,112
118,110,116,116
120,116,118,116
128,116,122,116
132,118,122,118
132,120,122,122
132,118,124,118
134,122,126,122
142,126,132,124
144,126,134,126
146,134,138,128
148,134,144,130
150,138,146,130
156,140,150,134
162,146,158,138
168,150,160,138
178,164,176,146
188,178,188,152
196,186,194,160
200,194,202,166
204,204,208,178
210,210,212,186
216,214,216,196
218,220,222,206
224,224,226,216
222,226,226,218
226,230,230,222
226,230,232,228
228,232,234,226
228,232,232,228
228,236,234,230
230,236,236,232
236,238,236,234
242,244,240,240
248,250,246,246
262,260,252,250
274,270,260,266
292,284,270,280
304,292,278,294
314,306,288,310
324,316,296,320
328,322,306,326
332,330,314,334
338,334,324,336
342,340,332,344
346,346,336,352
350,348,340,350
348,350,342,352
352,352,348,356
352,356,348,354
358,358,354,356
356,358,356,4
358,358,0,4
358,2,0,4
