hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,356,0,358
0,0,0,358
0,358,0,4
0,4,6,0
12,6,10,4
14,10,16,12
18,18,18,14
18,22,26,20
30,28,32,26
34,30,38,32
36,36,44,36
44,46,54,44
54,54,66,56
66,70,76,70
72,76,84,76
80,86,88,84
86,92,96,94
88,96,98,92
98,100,108,100
100,106,110,104
106,114,114,112
110,108,116,110
108,116,118,114
112,114,120,114
112,116,118,112
112,116,120,116
112,116,120,114
122,122,126,116
124,120,126,122
126,124,132,126
130,128,136,130
132,132,134,132
138,136,138,134
142,142,146,140
150,144,150,142
168,154,160,148
186,162,170,160
188,176,180,172
200,180,190,170
208,194,196,190
218,204,208,202
224,212,216,206
230,220,222,214
234,222,224,226
234,232,230,228
240,236,230,238
238,236,232,232
240,234,236,232
238,242,236,232
242,244,236,250
240,244,236,250
244,246,242,250
250,250,244,248
252,256,248,254
260,264,256,264
264,270,260,274
272,288,272,288
280,290,278,298
290,312,290,312
300,316,296,322
310,326,312,326
316,332,314,334
328,334,328,342
330,340,332,342
338,342,334,346
340,346,340,346
344,350,342,346
346,350,346,348
346,352,346,352
350,356,354,358
352,0,354,0
356,358,358,0
358,358,354,0
