hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,358,8
358,0,2,10
358,4,4,10
4,8,8,20
10,16,16,18
14,18,20,30
16,26,26,40
18,30,32,50
26,46,40,60
32,46,44,58
34,54,48,68
42,70,56,82
52,76,70,94
60,86,80,96
68,94,86,96
76,104,90,106
82,104,94,108
86,106,102,110
94,106,102,108
98,114,108,116
108,114,116,118
112,122,116,122
110,118,118,124
112,124,122,124
116,124,122,124
116,126,124,124
116,124,124,122
118,132,126,128
126,134,128,128
136,138,136,130
136,142,138,136
138,142,138,138
144,146,144,142
154,150,148,144
160,158,156,144
180,170,164,160
196,176,174,170
202,188,184,174
210,194,194,182
216,204,206,198
222,212,212,204
224,216,216,210
228,222,222,218
232,224,224,222
232,230,224,226
236,230,232,226
234,232,230,230
238,232,232,226
240,230,234,226
236,230,230,226
240,232,234,228
242,236,236,226
246,238,238,234
250,242,240,236
250,248,250,242
260,250,256,250
266,256,266,252
274,266,272,262
284,276,280,272
292,290,292,278
308,302,308,296
312,310,310,312
322,322,322,316
328,326,330,330
336,334,334,338
338,340,342,338
342,340,342,340
346,344,344,344
348,352,348,354
352,352,356,358
354,358,354,0
356,0,356,0
358,358,356,4
