hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,0,4
356,0,0,4
358,10,2,10
0,10,4,10
4,16,8,12
4,18,16,16
10,24,24,20
12,34,24,24
14,38,30,24
16,38,32,26
20,50,38,34
26,62,50,44
28,74,58,52
34,82,70,56
40,88,80,70
52,94,84,76
54,100,94,84
68,102,98,88
72,102,94,92
86,106,106,100
100,112,114,104
104,114,114,110
110,116,116,110
110,116,124,114
110,118,122,116
114,120,122,116
122,122,122,118
134,126,130,122
138,128,132,124
150,132,134,126
160,132,142,130
164,134,144,134
172,140,144,138
190,144,154,142
198,148,160,146
208,154,174,160
216,166,192,166
222,174,200,178
224,188,204,190
224,200,212,200
228,204,216,206
232,210,222,214
234,216,226,214
234,220,230,220
238,222,232,220
238,226,234,228
236,226,232,228
238,228,232,226
236,226,232,228
238,226,232,228
240,230,232,232
244,234,238,236
246,234,240,240
252,244,248,250
258,246,250,260
268,258,262,272
278,270,268,292
286,282,276,312
298,300,292,322
306,308,302,328
314,320,316,336
318,328,322,340
324,330,326,344
332,338,332,348
336,338,340,350
338,344,340,352
342,346,346,356
346,348,346,354
348,354,348,358
350,356,350,0
354,356,354,0
356,358,358,0
356,358,0,4
