hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,2,8
0,8,2,8
2,8,8,8
2,8,12,16
6,10,12,22
6,16,18,26
10,18,20,32
12,24,26,34
10,26,32,38
12,32,34,46
18,36,38,52
-1,-1,-1,-1
-1,-1,-1,-1
34,64,70,84
40,72,74,90
48,76,90,92
66,90,94,100
80,92,98,104
90,98,104,106
104,104,108,110
118,108,114,114
126,112,116,116
126,116,116,118
126,116,116,118
126,114,118,120
126,118,116,122
136,118,126,124
136,124,130,126
140,126,132,126
150,128,140,128
156,136,144,128
156,138,144,130
156,138,148,130
170,142,158,138
178,154,164,140
190,160,178,146
200,174,190,154
202,180,196,160
212,194,206,168
216,204,212,182
216,210,216,198
222,216,218,204
222,220,224,210
224,222,228,214
226,228,230,218
228,230,234,226
230,232,232,226
230,232,234,228
230,232,234,226
234,232,236,228
234,236,236,228
236,238,238,236
242,240,238,238
246,250,246,242
254,250,250,246
266,264,254,264
280,276,262,270
290,286,268,284
306,306,280,308
320,318,290,316
328,328,308,326
332,332,314,334
336,336,324,342
340,342,328,344
346,346,338,346
348,348,342,350
350,352,344,354
352,356,348,358
354,354,354,356
356,358,356,4
358,358,358,4
0,2,358,4
0,4,0,4
