hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,0,4
0,6,2,8
0,8,4,8
0,4,10,12
6,12,14,18
12,18,18,22
14,20,20,36
16,24,26,40
12,30,32,46
18,30,36,46
22,40,48,64
30,50,64,76
40,62,70,84
42,72,76,90
58,76,84,94
56,72,80,94
66,84,92,98
70,90,96,102
84,96,96,106
116,106,112,112
122,110,118,118
128,118,118,118
132,118,122,118
134,118,122,118
134,118,124,118
132,118,126,122
136,124,128,124
138,126,128,124
138,126,134,122
144,136,140,128
152,138,144,130
152,138,146,134
160,144,148,134
160,148,158,138
162,154,162,138
180,164,176,144
184,178,188,154
192,188,192,160
196,198,202,164
208,208,208,174
210,210,216,188
212,220,218,198
214,222,222,204
222,224,226,212
222,228,226,214
228,234,232,220
228,234,232,228
222,234,232,222
224,232,234,228
220,232,234,226
226,234,236,222
236,238,236,230
238,242,238,232
246,250,246,238
256,252,250,246
268,262,256,254
282,278,266,276
300,284,272,298
314,302,286,302
324,314,290,314
328,322,302,326
334,328,312,332
336,332,320,344
342,340,326,336
344,342,330,348
348,346,338,348
348,348,342,354
350,352,344,354
356,356,352,0
356,358,354,358
356,0,358,8
356,0,354,4
0,0,358,4
