hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,358,2
356,2,2,2
0,4,4,6
0,6,10,10
4,8,12,22
8,16,16,28
10,18,20,26
12,24,28,34
16,26,34,46
18,30,40,50
20,38,46,62
34,48,64,74
38,58,72,82
48,70,80,86
62,76,88,98
74,88,94,100
84,88,100,102
104,98,102,110
114,102,112,110
128,110,114,116
130,114,114,118
136,118,120,122
130,118,120,120
134,120,124,120
138,118,122,120
138,120,126,122
136,122,130,126
140,126,132,128
142,128,136,128
148,134,140,132
154,138,146,130
156,136,148,134
160,144,150,132
166,146,158,138
172,152,164,142
182,166,174,146
190,176,188,156
196,188,198,160
202,194,200,166
208,206,210,178
214,208,214,186
216,218,220,200
220,220,222,210
222,226,228,216
228,230,232,222
232,232,234,226
232,238,238,230
230,236,238,234
232,238,238,232
234,238,240,232
236,242,240,236
238,246,244,238
246,248,248,242
254,258,250,248
260,258,256,258
272,270,260,264
284,280,270,276
298,290,276,290
308,302,282,304
320,314,294,318
328,322,304,326
332,328,314,332
336,336,320,340
340,340,326,340
342,342,332,342
346,346,334,346
348,350,342,350
350,350,344,350
350,352,348,352
352,354,352,358
354,354,354,2
354,358,354,2
0,0,0,2
