k,real_k,effective_k,virtual_stream_count,sample_index,position_combination,selection_rank,candidate_id,source,probes,authorized_max_ber,authorized_position_bers,candidate_min_route_min_ber,candidate_avg_route_min_ber,worst_route
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",1,944,anchor_worst_targeted,"[15, 25, 30, 35, 110, 160, 220, 255, 275, 280, 285, 290, 315, 355, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.33200000,0.45632500,24->17
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",2,844,anchor_worst_targeted,"[5, 15, 20, 35, 80, 85, 90, 170, 175, 180, 215, 250, 280, 290, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.32100000,0.45657500,7->25
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",3,939,anchor_worst_targeted,"[15, 25, 30, 35, 110, 160, 220, 255, 275, 280, 285, 290, 315, 355, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.31800000,0.46037500,18->21
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",4,935,anchor_worst_targeted,"[15, 25, 30, 35, 110, 160, 220, 255, 275, 280, 285, 290, 315, 355, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.31500000,0.45252500,18->21
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",5,955,anchor_worst_targeted,"[5, 25, 50, 60, 80, 140, 155, 165, 185, 190, 215, 220, 225, 275, 335]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.31500000,0.44935000,2->16
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",6,734,anchor_worst_targeted,"[10, 25, 30, 35, 40, 60, 140, 150, 155, 165, 175, 205, 225, 235, 360]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.31200000,0.45860000,27->25
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",7,263,anchor_worst_targeted,"[5, 40, 95, 105, 155, 190, 220, 225, 230, 260, 265, 280, 350, 360, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.22200000,0.45380000,7->26
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",8,246,anchor_worst_targeted,"[30, 45, 65, 80, 110, 170, 190, 195, 220, 240, 245, 275, 290, 310, 315]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.24400000,0.45492500,6->21
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",9,259,anchor_worst_targeted,"[5, 40, 95, 105, 155, 190, 220, 225, 230, 260, 265, 280, 350, 360, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.18700000,0.45277500,9->15
8,8,8,0,1,"(11, 15, 16, 17, 20, 21, 25, 26)",10,689,anchor_worst_targeted,"[20, 25, 75, 90, 95, 130, 175, 190, 250, 265, 290, 295, 305, 335, 360]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.17300000,0.45080000,28->25
