sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(11, 15, 16, 17, 20, 21, 25, 26)",123,baseline_global_guarded,0.31100000,28->21,"[28->21, 28->11, 28->25, 7->11, 18->17, 6->15, 18->26, 22->15, 22->17, 27->26, 6->26, 2->11]","{'28->21': '0.31100000', '28->11': '0.31300000', '28->25': '0.31800000', '7->11': '0.36200000', '18->17': '0.37200000', '6->15': '0.39800000', '18->26': '0.39900000', '22->15': '0.40200000', '22->17': '0.40200000', '27->26': '0.40500000', '6->26': '0.41500000', '2->11': '0.42000000'}"
2,"(2, 7, 9, 11, 15, 16, 24, 27)",18,baseline_global_guarded,0.35000000,17->24,"[17->24, 26->2, 28->11, 26->24, 4->15, 22->15, 18->2, 25->2, 18->11, 28->16, 21->9, 6->11]","{'17->24': '0.35000000', '26->2': '0.35200000', '28->11': '0.37700000', '26->24': '0.38800000', '4->15': '0.39600000', '22->15': '0.39800000', '18->2': '0.40200000', '25->2': '0.40600000', '18->11': '0.40600000', '28->16': '0.41100000', '21->9': '0.41200000', '6->11': '0.41400000'}"
3,"(5, 6, 9, 16, 18, 21, 22, 26)",67,baseline_global_guarded,0.23400000,20->16,"[20->16, 11->18, 4->9, 17->21, 28->26, 24->16, 27->16, 2->22, 2->9, 2->16, 20->9, 4->5, 28->9, 25->5]","{'20->16': '0.23400000', '11->18': '0.23500000', '4->9': '0.33200000', '17->21': '0.34600000', '28->26': '0.35200000', '24->16': '0.35800000', '27->16': '0.35800000', '2->22': '0.36400000', '2->9': '0.37000000', '2->16': '0.37600000', '20->9': '0.37800000', '4->5': '0.38500000', '28->9': '0.39400000', '25->5': '0.39800000'}"
