hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,2,2
358,8,4,2
0,6,4,4
0,6,4,6
0,14,14,8
2,14,10,10
6,20,18,14
6,20,18,18
8,30,26,24
12,34,26,24
14,38,32,28
16,44,38,32
20,52,46,38
20,72,58,52
24,72,62,60
32,82,72,70
40,88,84,76
46,90,80,80
64,94,90,94
70,100,98,96
86,104,94,104
90,106,100,112
98,106,102,108
100,108,106,110
102,108,104,116
102,108,106,112
118,112,112,116
116,116,112,122
128,118,128,126
148,118,126,126
154,126,132,132
154,126,134,138
172,130,142,140
192,134,156,144
202,140,160,150
206,152,174,160
216,158,188,170
222,164,198,178
224,180,208,188
226,190,212,200
230,198,218,208
236,206,226,214
234,214,228,216
236,216,230,222
238,218,232,226
240,226,236,228
238,226,236,232
240,230,238,232
242,232,238,232
244,230,238,232
244,230,244,232
250,236,240,240
250,236,244,244
256,242,250,250
262,248,250,256
272,268,260,272
284,280,274,290
294,290,282,304
304,310,290,316
312,318,306,326
322,324,314,332
324,332,314,336
332,334,332,340
336,342,332,344
340,346,340,348
342,346,346,352
348,352,348,352
350,354,352,354
352,356,356,354
354,358,358,0
356,356,356,0
356,0,358,0
356,0,0,0
