hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,358,356,356
354,0,0,358
356,2,0,2
358,8,4,6
0,6,6,4
0,10,6,8
4,14,12,12
6,20,14,14
6,26,20,20
10,30,20,22
12,36,26,26
16,44,38,34
-1,-1,-1,-1
28,66,54,56
30,70,60,56
36,82,70,70
42,86,78,80
52,90,84,86
70,96,98,96
84,104,102,104
96,106,114,112
106,112,114,114
110,112,116,120
114,116,118,120
114,116,116,118
114,114,118,120
126,120,120,124
134,120,122,128
144,124,132,132
156,128,138,136
166,134,142,142
172,136,144,144
182,140,154,146
192,144,160,152
198,146,172,158
210,158,184,166
218,166,198,180
222,180,202,184
226,186,214,192
228,198,216,204
230,204,220,208
234,214,226,214
238,218,232,220
240,224,236,226
242,226,236,228
242,228,238,230
244,232,238,236
244,232,238,236
244,232,240,236
246,236,242,238
250,238,246,238
250,238,246,246
254,246,250,250
262,256,256,258
268,262,262,264
278,272,270,280
284,284,276,292
290,292,284,296
298,304,292,310
304,316,302,320
312,322,312,324
318,330,320,332
324,334,326,334
328,336,332,340
334,340,336,344
336,342,342,348
340,346,342,350
-1,-1,-1,-1
348,350,350,352
348,352,352,356
352,356,354,358
352,356,356,358
354,358,358,0
