hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,356,356,358
358,358,4,2
0,0,4,4
0,8,4,8
2,16,8,12
4,22,14,18
8,26,18,24
12,32,28,32
14,38,28,36
16,50,34,40
20,56,40,46
18,58,38,52
24,70,50,60
28,82,54,70
32,90,72,74
40,92,70,84
50,98,84,90
54,102,84,88
66,104,94,94
74,110,100,102
86,116,102,106
96,118,112,108
98,120,112,108
100,120,110,112
98,120,108,112
102,120,112,112
102,124,114,116
116,128,122,118
126,128,124,116
132,132,130,124
148,138,130,120
152,140,132,124
160,142,136,124
182,146,148,132
190,150,156,138
208,162,162,144
218,176,184,158
222,186,190,164
224,194,200,168
232,204,210,188
236,210,218,200
236,216,222,204
238,220,226,210
244,224,226,216
244,228,230,228
246,232,238,224
244,234,236,232
246,234,240,230
244,238,242,234
246,238,242,232
248,240,242,232
250,240,246,244
256,244,248,242
260,246,250,248
266,250,254,252
274,258,266,268
282,266,276,282
290,270,290,294
298,284,292,312
308,296,306,322
316,302,318,328
324,312,324,334
326,324,328,336
332,328,334,340
338,334,342,342
340,334,342,346
344,340,344,352
346,344,346,354
348,350,348,352
350,350,354,354
352,354,354,354
354,356,358,356
356,2,356,356
