hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,4,358,4
0,2,358,6
12,8,2,10
12,10,4,12
26,16,12,18
-1,-1,-1,-1
56,24,30,24
60,32,30,32
72,36,40,36
-1,-1,-1,-1
84,52,58,54
94,62,74,68
98,74,80,74
102,82,88,82
108,88,92,88
110,92,96,94
114,98,102,98
114,100,104,102
122,106,110,108
126,112,114,112
126,114,114,116
126,118,118,114
126,118,120,118
128,118,120,118
130,118,120,120
128,118,120,120
130,124,126,124
136,128,130,130
134,130,130,130
136,138,136,132
140,140,142,140
140,146,146,142
140,148,144,148
146,158,154,156
148,166,158,160
154,182,170,176
164,190,180,190
168,200,192,196
174,206,192,204
192,216,208,214
198,216,210,216
206,222,216,224
208,226,220,224
216,228,226,228
220,232,228,232
222,230,228,234
226,236,234,236
226,236,232,236
232,234,232,236
234,236,234,236
234,236,236,236
236,238,234,238
238,240,238,240
236,248,240,246
240,254,250,250
246,260,258,262
256,270,268,268
260,276,276,276
276,290,286,288
284,296,298,296
294,306,308,308
302,314,314,316
312,324,318,322
320,328,320,330
326,334,326,336
334,340,334,340
344,344,340,346
344,346,336,348
350,352,344,354
350,358,350,356
354,356,352,356
352,0,354,0
358,0,358,4
