hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,4,8
4,2,4,6
2,8,6,10
6,10,10,10
8,16,16,16
10,26,20,24
12,28,24,30
12,34,26,32
16,40,32,44
18,50,32,46
20,62,40,54
24,72,54,68
30,84,60,76
34,88,68,78
38,94,72,82
38,92,72,86
50,94,84,90
52,102,86,92
54,108,92,98
78,112,98,102
86,116,100,104
94,120,106,108
92,120,108,110
92,120,112,112
102,122,110,112
100,120,112,112
108,122,112,114
112,128,120,116
116,128,124,116
130,132,132,116
134,134,132,122
142,140,134,122
160,142,134,126
172,144,144,128
188,150,156,138
208,164,168,142
216,176,188,156
222,188,192,160
224,194,202,172
228,204,208,188
230,210,218,200
232,216,222,208
234,218,224,208
236,224,226,218
238,228,228,222
238,228,232,228
240,232,234,228
240,232,236,230
242,234,236,236
242,236,238,236
244,236,238,236
248,236,240,236
250,240,246,242
258,244,250,248
262,248,256,250
270,254,266,260
280,264,274,272
290,272,286,288
300,282,294,308
310,296,310,316
318,304,318,326
324,314,324,332
330,320,334,340
336,332,340,344
342,340,344,352
346,344,346,358
350,346,350,356
350,350,352,358
352,350,356,356
354,352,356,0
358,358,356,2
358,358,2,2
0,2,2,6
