hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,2,2,2
0,4,2,4
2,4,6,4
2,10,10,12
4,8,10,16
6,16,16,20
8,20,20,26
10,26,28,32
12,24,26,30
12,26,28,38
16,32,38,44
20,40,48,56
28,48,56,70
32,56,72,82
38,68,74,86
46,72,84,94
64,82,90,98
72,88,96,100
90,92,102,108
102,100,108,114
112,104,114,112
120,108,118,116
126,110,118,120
128,110,120,120
130,114,122,120
130,116,122,120
132,118,126,122
136,122,128,126
136,126,130,130
146,128,138,130
152,132,144,132
156,132,142,130
158,136,146,134
166,142,156,140
176,144,158,142
188,154,174,148
198,170,190,160
200,178,196,166
208,194,204,178
212,204,212,190
-1,-1,-1,-1
218,216,220,206
224,220,224,214
226,222,224,220
226,226,228,222
230,230,232,224
230,230,232,226
228,232,234,230
-1,-1,-1,-1
-1,-1,-1,-1
234,232,236,232
-1,-1,-1,-1
242,242,238,236
248,248,244,246
258,254,250,250
270,266,256,260
288,280,264,274
302,292,272,290
314,308,284,304
322,320,292,316
328,330,304,326
334,336,316,334
340,340,324,340
344,344,328,344
346,346,334,346
350,350,340,346
352,352,348,350
352,352,346,350
352,354,352,354
354,354,354,354
0,0,354,0
0,2,356,0
0,2,0,0
